id,ue_id,id_mtr_rueckkopplung_datenmaske,mtr_rueckkopplung_datenmaske_values_id,teilnehmer_id,gruppe_id,lehrkraft_id,fach,datum,dat_ges,thema,bemerkung,x_kognition,x_sozial,x_affektiv,x_motivation,x_methodik,x_performanz,x_regulation,sum_kognition,sum_sozial,sum_affektiv,sum_motivation,sum_methodik,sum_performanz,sum_regulation,token_anzahl,funktionsklassen_anzahl_gesamt,dominante_dimension,dominante_dimension_wert,polaritaet_gesamt,d_semantisch,created_at,cluster,pca_x,pca_y
751,0,743,1129,2,0,1,MAT,2025-10-23,2025-10-23 17:10:00,Geometrie: SdP,"ist überwiegend in der Lage, die Fehler einer fremden Lösung zu begründen und zu berichtigen | Selbstständigkeit hat sich in den letzten Wochen verbessert | gibt oft zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat | ist zugänglich für spontane Wiederholungen | findet gelegentlich eigenständig Lösungsansätze",0.57065609830007,0.061680906507123,0.098417161158226,0.35536178558859,0.45537212052641,0.40162071683407,0.40732235788888,2.4410982889583,0.26385270530616,0.42099955546457,1.5201327898634,1.9479474723353,1.7180148386995,1.7424047755889,7,5,kognition,2.4410982889583,1,4.2776947265947,2026-05-09 09:23:31,0,1.343916390465103,-1.1608730229379949
752,0,743,1130,2,0,1,MAT,2025-10-23,2025-10-23 17:10:00,Geometrie: SdP,"ist überwiegend in der Lage, die Fehler einer fremden Lösung zu begründen und zu berichtigen | Selbstständigkeit hat sich in den letzten Wochen verbessert | gibt oft zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat | ist zugänglich für spontane Wiederholungen | findet gelegentlich eigenständig Lösungsansätze",0.53695655381115,0.12160901291853,0.19430850592622,0.27023992750622,0.42310320660401,0.44252841115942,0.45961902581514,1.752927244018,0.397,0.63433190518851,0.8822146372641,1.3812460852249,1.4446608439128,1.5004541922468,4,3,kognition,1.752927244018,1,3.2645506643148,2026-05-09 09:23:31,0,-0.20754363456593725,-0.16491840933472707
753,0,743,1131,2,0,1,MAT,2025-10-23,2025-10-23 17:10:00,Geometrie: SdP,"ist überwiegend in der Lage, die Fehler einer fremden Lösung zu begründen und zu berichtigen | Selbstständigkeit hat sich in den letzten Wochen verbessert | gibt oft zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat | ist zugänglich für spontane Wiederholungen | findet gelegentlich eigenständig Lösungsansätze",0.35697457681494,0.30867452774446,-0.051124322883014,0.44905706607895,0.45666641004076,0.36400878395462,0.48163350420338,1.2298388137879,1.063436837533,-0.17613208529062,1.5470788267252,1.5732943254176,1.2540728672092,1.6593102589405,5,5,regulation,1.6593102589405,1,3.445161991689,2026-05-09 09:23:31,0,-0.11831805581390024,0.4835274645348016
755,0,743,1133,2,0,1,MAT,2025-10-23,2025-10-23 17:10:00,Geometrie: SdP,"ist überwiegend in der Lage, die Fehler einer fremden Lösung zu begründen und zu berichtigen | Selbstständigkeit hat sich in den letzten Wochen verbessert | gibt oft zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat | ist zugänglich für spontane Wiederholungen | findet gelegentlich eigenständig Lösungsansätze",0.43631034728331,0.1180046765747,0.10514865737317,0.42125288148312,0.36060760730328,0.44446342445796,0.52877870289535,1.6016970901272,0.43319565595442,0.38600115627335,1.5464210708738,1.3237920184376,1.6316270701689,1.9411488061702,3,3,regulation,1.9411488061702,1,3.6709941375368,2026-05-09 09:23:31,0,0.4769827531114884,-0.16715307551244893
700,0,724,1077,4,0,1,MAT,2025-10-23,2025-10-23 17:10:00,Trigonometrie: Sin/cos,"kann effektiv Lösungsstrategien für komplexe Probleme entwickeln | Ausdauer hat sich verbessert | formuliert Fragen verständlich | kann nur bedingt nach einem festgelegten Zeitplan lernen | kann nur bedingt mit Druck umgehen, wenn Aufgaben schwieriger werden",0.53100641103836,0.037516048702287,0.13871477916169,0.36888022758025,0.4065452396975,0.52667608483763,0.34443746200904,1.6517086769815,0.11669460458389,0.43147577807754,1.1474111423058,1.2645691013049,1.6382390893999,1.0713813107555,4,4,kognition,1.6517086769815,1,3.1105149252108,2026-05-09 09:23:29,0,-0.5638927333899598,-0.6686576076948648
701,0,724,1078,4,0,1,MAT,2025-10-23,2025-10-23 17:10:00,Trigonometrie: Sin/cos,"kann effektiv Lösungsstrategien für komplexe Probleme entwickeln | Ausdauer hat sich verbessert | formuliert Fragen verständlich | kann nur bedingt nach einem festgelegten Zeitplan lernen | kann nur bedingt mit Druck umgehen, wenn Aufgaben schwieriger werden",0.54825333669542,0.048092397955738,0.072138596933607,0.35107450507689,0.36129413964248,0.4502650758606,0.48513206437851,0.4788,0.042,0.063,0.3066,0.315525,0.393225,0.423675,1,1,kognition,0.4788,1,0.87330889831434,2026-05-09 09:23:29,1,-4.316676575213258,-0.13533618043622053
702,0,724,1079,4,0,1,MAT,2025-10-23,2025-10-23 17:10:00,Trigonometrie: Sin/cos,"kann effektiv Lösungsstrategien für komplexe Probleme entwickeln | Ausdauer hat sich verbessert | formuliert Fragen verständlich | kann nur bedingt nach einem festgelegten Zeitplan lernen | kann nur bedingt mit Druck umgehen, wenn Aufgaben schwieriger werden",0.40347494087039,0.22505599482653,0.25839719873117,0.41135780614535,0.40386812537331,0.3723598683429,0.49880163331123,0.8955487694197,0.4995319381735,0.57353572652121,0.91304549494437,0.89642147764039,0.82648607905215,1.1071349014458,4,4,regulation,1.1071349014458,1,2.2195795672921,2026-05-09 09:23:29,0,-1.795563505588957,0.8155690968285549
690,0,722,1067,4,0,1,MAT,2025-10-27,2025-10-27 17:10:00,Trigonometrie: sin/cos,"beherrscht die spezifischen Fachbegriffe hinreichend | Vorbereitung auf anstehende Tests hat sich etwas verbessert | kann effektiv von einer Aufgabe zur anderen wechseln | findet nur sporadisch Lösungen für unerwartete Fragen oder Aufgabenstellungen | gibt nur manchmal zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat | nM Verh trig Fkt",0.4437235786889,0.04678145378938,0.029974119780827,0.38783505839525,0.44789077584343,0.47657904053063,0.47102658959284,1.3397716898129,0.14125115365854,0.090503365243905,1.171022809043,1.3523540564972,1.4389749319786,1.42220995276,3,3,performanz,1.4389749319786,1,3.0193735850951,2026-05-09 09:23:29,0,-0.7885958462147277,-0.95412926705251
692,0,722,1069,4,0,1,MAT,2025-10-27,2025-10-27 17:10:00,Trigonometrie: sin/cos,"beherrscht die spezifischen Fachbegriffe hinreichend | Vorbereitung auf anstehende Tests hat sich etwas verbessert | kann effektiv von einer Aufgabe zur anderen wechseln | findet nur sporadisch Lösungen für unerwartete Fragen oder Aufgabenstellungen | gibt nur manchmal zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat | nM Verh trig Fkt",0.49568317504876,0.021792505626107,0.18265534692838,0.34599423350428,0.40517032831338,0.57663348339209,0.32260265823754,1.4914297754564,0.065570092770204,0.54958012853372,1.0410401804211,1.2190913918322,1.7349960417186,0.97065874807935,3,3,performanz,1.7349960417186,1,3.0088267944093,2026-05-09 09:23:29,0,-0.733197073029924,-0.5590601313823216
693,0,722,1070,4,0,1,MAT,2025-10-27,2025-10-27 17:10:00,Trigonometrie: sin/cos,"beherrscht die spezifischen Fachbegriffe hinreichend | Vorbereitung auf anstehende Tests hat sich etwas verbessert | kann effektiv von einer Aufgabe zur anderen wechseln | findet nur sporadisch Lösungen für unerwartete Fragen oder Aufgabenstellungen | gibt nur manchmal zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat | nM Verh trig Fkt",0.42262531457781,0.16192150458247,0.16866783506966,0.43524035966832,0.39405455354042,0.43691172839776,0.48073966899788,1.7677000686115,0.67726339357129,0.7054810332955,1.8204645749078,1.6481981492895,1.8274553502253,2.0107729389583,5,5,regulation,2.0107729389583,1,4.1826548987587,2026-05-09 09:23:29,0,1.5617261990399975,0.4588978315436249
694,0,722,1071,4,0,1,MAT,2025-10-27,2025-10-27 17:10:00,Trigonometrie: sin/cos,"beherrscht die spezifischen Fachbegriffe hinreichend | Vorbereitung auf anstehende Tests hat sich etwas verbessert | kann effektiv von einer Aufgabe zur anderen wechseln | findet nur sporadisch Lösungen für unerwartete Fragen oder Aufgabenstellungen | gibt nur manchmal zu erkennen, wenn er ein Problem mit einer Aufgabenstellung hat | nM Verh trig Fkt",0.33940662801459,0.35165369924952,-0.028935370103071,0.47015906248171,0.44061701743393,0.34950231383445,0.47218024096779,1.0263884344291,1.0634244002401,-0.087502502215255,1.4217925763446,1.332455448358,1.0569184662784,1.4279047558095,4,4,regulation,1.4279047558095,1,3.0240571504654,2026-05-09 09:23:29,0,-0.7726562971458653,0.8501716810918328
1173,0,1118,1736,4,0,1,MAT,2025-11-27,2025-11-27 17:10:00,Weitere Themen: eypW,"kann nur weniger effektiv Lösungsstrategien für komplexe Probleme entwickeln | Nachhilfe hat in letzter Zeit vereinzelt zur Organisationsfähigkeit beigetragen | kann den eigenen Lösungsweg nur selten nachvollziehbar mündlich präsentieren | kann sein Vorwissen nur sporadisch reaktivieren, um neue Informationen besser zu verstehen | kann nur bedingt mit Stress umgehen, wenn Aufgaben schwieriger werden",0.58146325663753,0.041658990190015,0.10229094099513,0.35561127941091,0.4362476415685,0.45813260815111,0.35076448436558,1.2955716240704,0.092821351928098,0.22791679274648,0.79234565132865,0.9720133800924,1.0207757762963,0.78154639607609,4,4,kognition,1.2955716240704,1,2.2281129454848,2026-05-09 09:23:51,0,-2.0800173992494004,-0.5915674339359924
